division_name,ayear,grade,total_count,pass_count,pass_rate,pass_proficient_count,pass_proficient_rate,pass_advanced_count,pass_advanced_rate,min_grade,years_from_start,cohort,race,average,black,division_use
Albemarle County,2018,8,981,759,77.37,600,61.16,159,16.21,3,5,2012,All,77.37,51.96,albemarle_county
Albemarle County,2013,3,94,43,45.74,36,38.3,7,7.45,3,0,2012,Black,71.1,45.74,albemarle_county
Albemarle County,2014,4,95,43,45.26,41,43.16,2,2.11,3,1,2012,Black,72.68,45.26,albemarle_county
Albemarle County,2015,5,102,48,47.06,41,40.2,7,6.86,3,2,2012,Black,75.88,47.06,albemarle_county
Albemarle County,2016,6,109,49,44.95,40,36.7,9,8.26,3,3,2012,Black,75.78,44.95,albemarle_county
Albemarle County,2017,7,105,65,61.9,57,54.29,8,7.62,3,4,2012,Black,82.47,61.9,albemarle_county
Albemarle County,2018,8,102,53,51.96,51,50,2,1.96,3,5,2012,Black,77.37,51.96,albemarle_county
Albemarle County,2013,3,662,518,78.25,354,53.47,164,24.77,3,0,2012,White,71.1,45.74,albemarle_county
Albemarle County,2014,4,654,531,81.19,401,61.31,130,19.88,3,1,2012,White,72.68,45.26,albemarle_county
Albemarle County,2015,5,662,557,84.14,324,48.94,233,35.2,3,2,2012,White,75.88,47.06,albemarle_county
Albemarle County,2016,6,646,546,84.52,355,54.95,191,29.57,3,3,2012,White,75.78,44.95,albemarle_county
Albemarle County,2017,7,651,579,88.94,408,62.67,171,26.27,3,4,2012,White,82.47,61.9,albemarle_county
Albemarle County,2018,8,663,562,84.77,429,64.71,133,20.06,3,5,2012,White,77.37,51.96,albemarle_county
Charlottesville City,2013,3,291,223,76.63,126,43.3,97,33.33,3,0,2012,All,76.63,55.56,charlottesville_city
Charlottesville City,2014,4,287,209,72.82,144,50.17,65,22.65,3,1,2012,All,72.82,52.04,charlottesville_city
Charlottesville City,2015,5,254,172,67.72,88,34.65,84,33.07,3,2,2012,All,67.72,45.05,charlottesville_city
Charlottesville City,2016,6,236,167,70.76,106,44.92,61,25.85,3,3,2012,All,70.76,47.37,charlottesville_city
Charlottesville City,2017,7,234,174,74.36,128,54.7,46,19.66,3,4,2012,All,74.36,50,charlottesville_city
Charlottesville City,2018,8,247,157,63.56,113,45.75,44,17.81,3,5,2012,All,63.56,35.06,charlottesville_city
Charlottesville City,2013,3,99,55,55.56,45,45.45,10,10.1,3,0,2012,Black,76.63,55.56,charlottesville_city
Charlottesville City,2014,4,98,51,52.04,46,46.94,5,5.1,3,1,2012,Black,72.82,52.04,charlottesville_city
Charlottesville City,2015,5,91,41,45.05,33,36.26,8,8.79,3,2,2012,Black,67.72,45.05,charlottesville_city
Charlottesville City,2016,6,76,36,47.37,33,43.42,3,3.95,3,3,2012,Black,70.76,47.37,charlottesville_city
Charlottesville City,2017,7,78,39,50,36,46.15,3,3.85,3,4,2012,Black,74.36,50,charlottesville_city
Charlottesville City,2018,8,77,27,35.06,26,33.77,1,1.3,3,5,2012,Black,63.56,35.06,charlottesville_city
Charlottesville City,2013,3,131,124,94.66,49,37.4,75,57.25,3,0,2012,White,76.63,55.56,charlottesville_city
Charlottesville City,2014,4,123,112,91.06,60,48.78,52,42.28,3,1,2012,White,72.82,52.04,charlottesville_city
Charlottesville City,2015,5,100,89,89,30,30,59,59,3,2,2012,White,67.72,45.05,charlottesville_city
Charlottesville City,2016,6,94,85,90.43,40,42.55,45,47.87,3,3,2012,White,70.76,47.37,charlottesville_city
Charlottesville City,2017,7,89,81,91.01,51,57.3,30,33.71,3,4,2012,White,74.36,50,charlottesville_city
Charlottesville City,2018,8,99,80,80.81,48,48.48,32,32.32,3,5,2012,White,63.56,35.06,charlottesville_city
Fluvanna County,2013,3,279,213,76.34,148,53.05,65,23.3,3,0,2012,All,76.34,50,fluvanna_county
Fluvanna County,2014,4,280,204,72.86,141,50.36,63,22.5,3,1,2012,All,72.86,56.1,fluvanna_county
Fluvanna County,2015,5,293,226,77.13,146,49.83,80,27.3,3,2,2012,All,77.13,54.76,fluvanna_county
Fluvanna County,2016,6,294,224,76.19,163,55.44,61,20.75,3,3,2012,All,76.19,64.29,fluvanna_county
Fluvanna County,2017,7,310,249,80.32,191,61.61,58,18.71,3,4,2012,All,80.32,67.39,fluvanna_county
Fluvanna County,2018,8,309,241,77.99,203,65.7,38,12.3,3,5,2012,All,77.99,66.67,fluvanna_county
Fluvanna County,2013,3,38,19,50,16,42.11,3,7.89,3,0,2012,Black,76.34,50,fluvanna_county
Fluvanna County,2014,4,41,23,56.1,22,53.66,1,2.44,3,1,2012,Black,72.86,56.1,fluvanna_county
Fluvanna County,2015,5,42,23,54.76,17,40.48,6,14.29,3,2,2012,Black,77.13,54.76,fluvanna_county
Fluvanna County,2016,6,42,27,64.29,23,54.76,4,9.52,3,3,2012,Black,76.19,64.29,fluvanna_county
Fluvanna County,2017,7,46,31,67.39,27,58.7,4,8.7,3,4,2012,Black,80.32,67.39,fluvanna_county
Fluvanna County,2018,8,45,30,66.67,29,64.44,1,2.22,3,5,2012,Black,77.99,66.67,fluvanna_county
Fluvanna County,2013,3,202,166,82.18,112,55.45,54,26.73,3,0,2012,White,76.34,50,fluvanna_county
Fluvanna County,2014,4,198,157,79.29,103,52.02,54,27.27,3,1,2012,White,72.86,56.1,fluvanna_county
Fluvanna County,2015,5,211,172,81.52,107,50.71,65,30.81,3,2,2012,White,77.13,54.76,fluvanna_county
Fluvanna County,2016,6,211,169,80.09,121,57.35,48,22.75,3,3,2012,White,76.19,64.29,fluvanna_county
Fluvanna County,2017,7,220,183,83.18,135,61.36,48,21.82,3,4,2012,White,80.32,67.39,fluvanna_county
Fluvanna County,2018,8,219,182,83.11,148,67.58,34,15.53,3,5,2012,White,77.99,66.67,fluvanna_county
Greene County,2013,3,235,153,65.11,127,54.04,26,11.06,3,0,2012,All,65.11,NA,greene_county
Greene County,2014,4,244,171,70.08,142,58.2,29,11.89,3,1,2012,All,70.08,NA,greene_county
Greene County,2015,5,244,177,72.54,138,56.56,39,15.98,3,2,2012,All,72.54,62.5,greene_county
Greene County,2016,6,245,177,72.24,153,62.45,24,9.8,3,3,2012,All,72.24,61.11,greene_county
Greene County,2017,7,238,191,80.25,166,69.75,25,10.5,3,4,2012,All,80.25,78.95,greene_county
Greene County,2018,8,245,181,73.88,155,63.27,26,10.61,3,5,2012,All,73.88,68.42,greene_county
Greene County,2013,3,15,NA,NA,NA,NA,NA,NA,3,0,2012,Black,65.11,NA,greene_county
Greene County,2014,4,15,NA,NA,NA,NA,NA,NA,3,1,2012,Black,70.08,NA,greene_county
Greene County,2015,5,16,10,62.5,10,62.5,0,0,3,2,2012,Black,72.54,62.5,greene_county
Greene County,2016,6,18,11,61.11,11,61.11,0,0,3,3,2012,Black,72.24,61.11,greene_county
Greene County,2017,7,19,15,78.95,15,78.95,0,0,3,4,2012,Black,80.25,78.95,greene_county
Greene County,2018,8,19,13,68.42,12,63.16,1,5.26,3,5,2012,Black,73.88,68.42,greene_county
Greene County,2013,3,177,128,72.32,107,60.45,21,11.86,3,0,2012,White,65.11,NA,greene_county
Greene County,2014,4,184,134,72.83,112,60.87,22,11.96,3,1,2012,White,70.08,NA,greene_county
Greene County,2015,5,179,135,75.42,104,58.1,31,17.32,3,2,2012,White,72.54,62.5,greene_county
Greene County,2016,6,177,132,74.58,110,62.15,22,12.43,3,3,2012,White,72.24,61.11,greene_county
Greene County,2017,7,171,139,81.29,117,68.42,22,12.87,3,4,2012,White,80.25,78.95,greene_county
Greene County,2018,8,165,126,76.36,105,63.64,21,12.73,3,5,2012,White,73.88,68.42,greene_county
Nelson County,2013,3,147,101,68.71,78,53.06,23,15.65,3,0,2012,All,68.71,NA,nelson_county
Nelson County,2014,4,145,98,67.59,76,52.41,22,15.17,3,1,2012,All,67.59,NA,nelson_county
Nelson County,2015,5,151,110,72.85,71,47.02,39,25.83,3,2,2012,All,72.85,NA,nelson_county
Nelson County,2016,6,144,120,83.33,86,59.72,34,23.61,3,3,2012,All,83.33,61.11,nelson_county
Nelson County,2017,7,153,123,80.39,100,65.36,23,15.03,3,4,2012,All,80.39,53.33,nelson_county
Nelson County,2018,8,153,115,75.16,99,64.71,16,10.46,3,5,2012,All,75.16,NA,nelson_county
Nelson County,2013,3,16,NA,NA,NA,NA,NA,NA,3,0,2012,Black,68.71,NA,nelson_county
Nelson County,2014,4,15,NA,NA,NA,NA,NA,NA,3,1,2012,Black,67.59,NA,nelson_county
Nelson County,2015,5,18,NA,NA,NA,NA,NA,NA,3,2,2012,Black,72.85,NA,nelson_county
Nelson County,2016,6,18,11,61.11,10,55.56,1,5.56,3,3,2012,Black,83.33,61.11,nelson_county
Nelson County,2017,7,15,8,53.33,8,53.33,0,0,3,4,2012,Black,80.39,53.33,nelson_county
Nelson County,2018,8,16,NA,NA,NA,NA,NA,NA,3,5,2012,Black,75.16,NA,nelson_county
Nelson County,2013,3,111,85,76.58,62,55.86,23,20.72,3,0,2012,White,68.71,NA,nelson_county
Nelson County,2014,4,111,84,75.68,62,55.86,22,19.82,3,1,2012,White,67.59,NA,nelson_county
Nelson County,2015,5,114,89,78.07,54,47.37,35,30.7,3,2,2012,White,72.85,NA,nelson_county
Nelson County,2016,6,110,96,87.27,66,60,30,27.27,3,3,2012,White,83.33,61.11,nelson_county
Nelson County,2017,7,120,103,85.83,82,68.33,21,17.5,3,4,2012,White,80.39,53.33,nelson_county
Nelson County,2018,8,118,95,80.51,82,69.49,13,11.02,3,5,2012,White,75.16,NA,nelson_county
Orange County,2013,3,361,276,76.45,216,59.83,60,16.62,3,0,2012,All,76.45,66.67,orange_county
Orange County,2014,4,372,277,74.46,220,59.14,57,15.32,3,1,2012,All,74.46,58.14,orange_county
Orange County,2015,5,372,312,83.87,251,67.47,61,16.4,3,2,2012,All,83.87,76.19,orange_county
Orange County,2016,6,363,301,82.92,231,63.64,70,19.28,3,3,2012,All,82.92,71.43,orange_county
Orange County,2017,7,371,326,87.87,259,69.81,67,18.06,3,4,2012,All,87.87,89.13,orange_county
Orange County,2018,8,369,298,80.76,262,71,36,9.76,3,5,2012,All,80.76,73.33,orange_county
Orange County,2013,3,39,26,66.67,19,48.72,7,17.95,3,0,2012,Black,76.45,66.67,orange_county
Orange County,2014,4,43,25,58.14,20,46.51,5,11.63,3,1,2012,Black,74.46,58.14,orange_county
Orange County,2015,5,42,32,76.19,26,61.9,6,14.29,3,2,2012,Black,83.87,76.19,orange_county
Orange County,2016,6,42,30,71.43,20,47.62,10,23.81,3,3,2012,Black,82.92,71.43,orange_county
Orange County,2017,7,46,41,89.13,36,78.26,5,10.87,3,4,2012,Black,87.87,89.13,orange_county
Orange County,2018,8,45,33,73.33,30,66.67,3,6.67,3,5,2012,Black,80.76,73.33,orange_county
Orange County,2013,3,274,215,78.47,165,60.22,50,18.25,3,0,2012,White,76.45,66.67,orange_county
Orange County,2014,4,279,217,77.78,167,59.86,50,17.92,3,1,2012,White,74.46,58.14,orange_county
Orange County,2015,5,278,236,84.89,187,67.27,49,17.63,3,2,2012,White,83.87,76.19,orange_county
Orange County,2016,6,268,226,84.33,175,65.3,51,19.03,3,3,2012,White,82.92,71.43,orange_county
Orange County,2017,7,270,235,87.04,183,67.78,52,19.26,3,4,2012,White,87.87,89.13,orange_county
Orange County,2018,8,262,212,80.92,181,69.08,31,11.83,3,5,2012,White,80.76,73.33,orange_county
Albemarle County,2014,3,950,689,72.53,488,51.37,201,21.16,3,0,2013,All,72.53,40.86,albemarle_county
Albemarle County,2015,4,994,759,76.36,543,54.63,216,21.73,3,1,2013,All,76.36,40,albemarle_county
Albemarle County,2016,5,984,774,78.66,472,47.97,302,30.69,3,2,2013,All,78.66,49.54,albemarle_county
Albemarle County,2017,6,973,755,77.6,494,50.77,261,26.82,3,3,2013,All,77.6,44.64,albemarle_county
Albemarle County,2018,7,1002,816,81.44,587,58.58,229,22.85,3,4,2013,All,81.44,57.14,albemarle_county
Albemarle County,2019,8,1012,801,79.15,631,62.35,170,16.8,3,5,2013,All,79.15,55.46,albemarle_county
Albemarle County,2014,3,93,38,40.86,37,39.78,1,1.08,3,0,2013,Black,72.53,40.86,albemarle_county
Albemarle County,2015,4,100,40,40,36,36,4,4,3,1,2013,Black,76.36,40,albemarle_county
Albemarle County,2016,5,109,54,49.54,50,45.87,4,3.67,3,2,2013,Black,78.66,49.54,albemarle_county
Albemarle County,2017,6,112,50,44.64,40,35.71,10,8.93,3,3,2013,Black,77.6,44.64,albemarle_county
Albemarle County,2018,7,112,64,57.14,58,51.79,6,5.36,3,4,2013,Black,81.44,57.14,albemarle_county
Albemarle County,2019,8,119,66,55.46,61,51.26,5,4.2,3,5,2013,Black,79.15,55.46,albemarle_county
Albemarle County,2014,3,659,519,78.76,351,53.26,168,25.49,3,0,2013,White,72.53,40.86,albemarle_county
Albemarle County,2015,4,684,570,83.33,394,57.6,176,25.73,3,1,2013,White,76.36,40,albemarle_county
Albemarle County,2016,5,658,569,86.47,325,49.39,244,37.08,3,2,2013,White,78.66,49.54,albemarle_county
Albemarle County,2017,6,647,554,85.63,348,53.79,206,31.84,3,3,2013,White,77.6,44.64,albemarle_county
Albemarle County,2018,7,672,589,87.65,400,59.52,189,28.13,3,4,2013,White,81.44,57.14,albemarle_county
Albemarle County,2019,8,679,578,85.13,440,64.8,138,20.32,3,5,2013,White,79.15,55.46,albemarle_county
Charlottesville City,2014,3,314,230,73.25,157,50,73,23.25,3,0,2013,All,73.25,50.43,charlottesville_city
Charlottesville City,2015,4,299,233,77.93,158,52.84,75,25.08,3,1,2013,All,77.93,63.48,charlottesville_city
Charlottesville City,2016,5,268,180,67.16,116,43.28,64,23.88,3,2,2013,All,67.16,47.75,charlottesville_city
Charlottesville City,2017,6,252,184,73.02,136,53.97,48,19.05,3,3,2013,All,73.02,50.94,charlottesville_city
Charlottesville City,2018,7,259,192,74.13,145,55.98,47,18.15,3,4,2013,All,74.13,60.38,charlottesville_city
Charlottesville City,2019,8,257,170,66.15,138,53.7,32,12.45,3,5,2013,All,66.15,47.47,charlottesville_city
Charlottesville City,2014,3,115,58,50.43,53,46.09,5,4.35,3,0,2013,Black,73.25,50.43,charlottesville_city
Charlottesville City,2015,4,115,73,63.48,67,58.26,6,5.22,3,1,2013,Black,77.93,63.48,charlottesville_city
Charlottesville City,2016,5,111,53,47.75,49,44.14,4,3.6,3,2,2013,Black,67.16,47.75,charlottesville_city
Charlottesville City,2017,6,106,54,50.94,50,47.17,4,3.77,3,3,2013,Black,73.02,50.94,charlottesville_city
Charlottesville City,2018,7,106,64,60.38,61,57.55,3,2.83,3,4,2013,Black,74.13,60.38,charlottesville_city
Charlottesville City,2019,8,99,47,47.47,46,46.46,1,1.01,3,5,2013,Black,66.15,47.47,charlottesville_city
Charlottesville City,2014,3,134,125,93.28,66,49.25,59,44.03,3,0,2013,White,73.25,50.43,charlottesville_city
Charlottesville City,2015,4,117,111,94.87,56,47.86,55,47.01,3,1,2013,White,77.93,63.48,charlottesville_city
Charlottesville City,2016,5,88,79,89.77,32,36.36,47,53.41,3,2,2013,White,67.16,47.75,charlottesville_city
Charlottesville City,2017,6,86,85,98.84,47,54.65,38,44.19,3,3,2013,White,73.02,50.94,charlottesville_city
Charlottesville City,2018,7,91,84,92.31,49,53.85,35,38.46,3,4,2013,White,74.13,60.38,charlottesville_city
Charlottesville City,2019,8,93,78,83.87,55,59.14,23,24.73,3,5,2013,White,66.15,47.47,charlottesville_city
Fluvanna County,2014,3,283,189,66.78,146,51.59,43,15.19,3,0,2013,All,66.78,54.35,fluvanna_county
Fluvanna County,2015,4,289,218,75.43,165,57.09,53,18.34,3,1,2013,All,75.43,57.78,fluvanna_county
Fluvanna County,2016,5,285,218,76.49,160,56.14,58,20.35,3,2,2013,All,76.49,56.1,fluvanna_county
Fluvanna County,2017,6,281,217,77.22,156,55.52,61,21.71,3,3,2013,All,77.22,60,fluvanna_county
Fluvanna County,2018,7,287,228,79.44,177,61.67,51,17.77,3,4,2013,All,79.44,57.14,fluvanna_county
Fluvanna County,2019,8,294,215,73.13,186,63.27,29,9.86,3,5,2013,All,73.13,64.1,fluvanna_county
Fluvanna County,2014,3,46,25,54.35,25,54.35,0,0,3,0,2013,Black,66.78,54.35,fluvanna_county
Fluvanna County,2015,4,45,26,57.78,22,48.89,4,8.89,3,1,2013,Black,75.43,57.78,fluvanna_county
Fluvanna County,2016,5,41,23,56.1,18,43.9,5,12.2,3,2,2013,Black,76.49,56.1,fluvanna_county
Fluvanna County,2017,6,40,24,60,17,42.5,7,17.5,3,3,2013,Black,77.22,60,fluvanna_county
Fluvanna County,2018,7,42,24,57.14,21,50,3,7.14,3,4,2013,Black,79.44,57.14,fluvanna_county
Fluvanna County,2019,8,39,25,64.1,24,61.54,1,2.56,3,5,2013,Black,73.13,64.1,fluvanna_county
Fluvanna County,2014,3,200,140,70,103,51.5,37,18.5,3,0,2013,White,66.78,54.35,fluvanna_county
Fluvanna County,2015,4,212,169,79.72,126,59.43,43,20.28,3,1,2013,White,75.43,57.78,fluvanna_county
Fluvanna County,2016,5,206,165,80.1,120,58.25,45,21.84,3,2,2013,White,76.49,56.1,fluvanna_county
Fluvanna County,2017,6,207,167,80.68,119,57.49,48,23.19,3,3,2013,White,77.22,60,fluvanna_county
Fluvanna County,2018,7,205,173,84.39,131,63.9,42,20.49,3,4,2013,White,79.44,57.14,fluvanna_county
Fluvanna County,2019,8,211,159,75.36,135,63.98,24,11.37,3,5,2013,White,73.13,64.1,fluvanna_county
Greene County,2014,3,258,134,51.94,111,43.02,23,8.91,3,0,2013,All,51.94,36.36,greene_county
Greene County,2015,4,264,164,62.12,121,45.83,43,16.29,3,1,2013,All,62.12,48.15,greene_county
Greene County,2016,5,256,189,73.83,134,52.34,55,21.48,3,2,2013,All,73.83,62.5,greene_county
Greene County,2017,6,253,168,66.4,132,52.17,36,14.23,3,3,2013,All,66.4,55.17,greene_county
Greene County,2018,7,243,177,72.84,148,60.91,29,11.93,3,4,2013,All,72.84,63.64,greene_county
Greene County,2019,8,235,160,68.09,143,60.85,17,7.23,3,5,2013,All,68.09,57.89,greene_county
Greene County,2014,3,22,8,36.36,8,36.36,0,0,3,0,2013,Black,51.94,36.36,greene_county
Greene County,2015,4,27,13,48.15,9,33.33,4,14.81,3,1,2013,Black,62.12,48.15,greene_county
Greene County,2016,5,24,15,62.5,12,50,3,12.5,3,2,2013,Black,73.83,62.5,greene_county
Greene County,2017,6,29,16,55.17,13,44.83,3,10.34,3,3,2013,Black,66.4,55.17,greene_county
Greene County,2018,7,22,14,63.64,12,54.55,2,9.09,3,4,2013,Black,72.84,63.64,greene_county
Greene County,2019,8,19,11,57.89,10,52.63,1,5.26,3,5,2013,Black,68.09,57.89,greene_county
Greene County,2014,3,198,110,55.56,89,44.95,21,10.61,3,0,2013,White,51.94,36.36,greene_county
Greene County,2015,4,197,126,63.96,90,45.69,36,18.27,3,1,2013,White,62.12,48.15,greene_county
Greene County,2016,5,189,144,76.19,100,52.91,44,23.28,3,2,2013,White,73.83,62.5,greene_county
Greene County,2017,6,186,126,67.74,96,51.61,30,16.13,3,3,2013,White,66.4,55.17,greene_county
Greene County,2018,7,175,129,73.71,104,59.43,25,14.29,3,4,2013,White,72.84,63.64,greene_county
Greene County,2019,8,171,120,70.18,105,61.4,15,8.77,3,5,2013,White,68.09,57.89,greene_county
Nelson County,2014,3,130,76,58.46,66,50.77,10,7.69,3,0,2013,All,58.46,NA,nelson_county
Nelson County,2015,4,130,83,63.85,67,51.54,16,12.31,3,1,2013,All,63.85,50,nelson_county
Nelson County,2016,5,134,94,70.15,71,52.99,23,17.16,3,2,2013,All,70.15,NA,nelson_county
Nelson County,2017,6,130,91,70,72,55.38,19,14.62,3,3,2013,All,70,58.33,nelson_county
Nelson County,2018,7,132,90,68.18,77,58.33,13,9.85,3,4,2013,All,68.18,50,nelson_county
Nelson County,2019,8,124,90,72.58,83,66.94,7,5.65,3,5,2013,All,72.58,62.5,nelson_county
Nelson County,2014,3,15,NA,NA,NA,NA,NA,NA,3,0,2013,Black,58.46,NA,nelson_county
Nelson County,2015,4,14,7,50,7,50,0,0,3,1,2013,Black,63.85,50,nelson_county
Nelson County,2016,5,13,NA,NA,NA,NA,NA,NA,3,2,2013,Black,70.15,NA,nelson_county
Nelson County,2017,6,12,7,58.33,5,41.67,2,16.67,3,3,2013,Black,70,58.33,nelson_county
Nelson County,2018,7,14,7,50,7,50,0,0,3,4,2013,Black,68.18,50,nelson_county
Nelson County,2019,8,16,10,62.5,10,62.5,0,0,3,5,2013,Black,72.58,62.5,nelson_county
Nelson County,2014,3,97,60,61.86,52,53.61,8,8.25,3,0,2013,White,58.46,NA,nelson_county
Nelson County,2015,4,97,63,64.95,49,50.52,14,14.43,3,1,2013,White,63.85,50,nelson_county
Nelson County,2016,5,102,76,74.51,55,53.92,21,20.59,3,2,2013,White,70.15,NA,nelson_county
Nelson County,2017,6,98,71,72.45,55,56.12,16,16.33,3,3,2013,White,70,58.33,nelson_county
Nelson County,2018,7,98,69,70.41,59,60.2,10,10.2,3,4,2013,White,68.18,50,nelson_county
Nelson County,2019,8,88,67,76.14,61,69.32,6,6.82,3,5,2013,White,72.58,62.5,nelson_county
Orange County,2014,3,346,234,67.63,178,51.45,56,16.18,3,0,2013,All,67.63,52,orange_county
Orange County,2015,4,345,282,81.74,194,56.23,88,25.51,3,1,2013,All,81.74,84,orange_county
Orange County,2016,5,347,282,81.27,185,53.31,97,27.95,3,2,2013,All,81.27,70,orange_county
Orange County,2017,6,352,276,78.41,206,58.52,70,19.89,3,3,2013,All,78.41,71.79,orange_county
Orange County,2018,7,348,287,82.47,217,62.36,70,20.11,3,4,2013,All,82.47,69.23,orange_county
Orange County,2019,8,345,264,76.52,224,64.93,40,11.59,3,5,2013,All,76.52,64.29,orange_county
Orange County,2014,3,25,13,52,10,40,3,12,3,0,2013,Black,67.63,52,orange_county
Orange County,2015,4,25,21,84,16,64,5,20,3,1,2013,Black,81.74,84,orange_county
Orange County,2016,5,30,21,70,14,46.67,7,23.33,3,2,2013,Black,81.27,70,orange_county
Orange County,2017,6,39,28,71.79,20,51.28,8,20.51,3,3,2013,Black,78.41,71.79,orange_county
Orange County,2018,7,39,27,69.23,21,53.85,6,15.38,3,4,2013,Black,82.47,69.23,orange_county
Orange County,2019,8,42,27,64.29,24,57.14,3,7.14,3,5,2013,Black,76.52,64.29,orange_county
Orange County,2014,3,253,175,69.17,131,51.78,44,17.39,3,0,2013,White,67.63,52,orange_county
Orange County,2015,4,246,202,82.11,134,54.47,68,27.64,3,1,2013,White,81.74,84,orange_county
Orange County,2016,5,249,204,81.93,134,53.82,70,28.11,3,2,2013,White,81.27,70,orange_county
Orange County,2017,6,245,197,80.41,149,60.82,48,19.59,3,3,2013,White,78.41,71.79,orange_county
Orange County,2018,7,241,204,84.65,157,65.15,47,19.5,3,4,2013,White,82.47,69.23,orange_county
Orange County,2019,8,235,187,79.57,160,68.09,27,11.49,3,5,2013,White,76.52,64.29,orange_county
