year,group,Black,White,Diff,region
2006,Mecklenburg County___2006,0.8308255979820985,0.937773940177827,0.10694834219572846,0
2006,Middlesex County___2006,0.8064591296100787,0.9128704633335767,0.10641133372349798,0
2006,Montgomery County___2006,0.7100864881485484,0.8434896051220886,0.13340311697354024,0
2006,Nelson County___2006,0.8123560601618596,0.913195993130268,0.10083993296840843,1
2006,New Kent County___2006,0.7739197492662074,0.8953898962712321,0.12147014700502468,0
2006,Newport News City___2006,0.7428705643260971,0.9030178278200056,0.1601472634939085,0
2006,Norfolk City___2006,0.7794475315951402,0.8987390814511679,0.11929154985602763,0
2006,Northampton County___2006,0.7510921860065933,0.9178650215939377,0.16677283558734435,0
2006,Northumberland County___2006,0.7426499650822733,0.9199254625209572,0.17727549743868387,0
2006,Norton City___2006,0.7250713974630689,0.8620123196238632,0.13694092216079423,0
2006,Nottoway County___2006,0.7966186068599588,0.9326281567354653,0.1360095498755065,0
2006,Orange County___2006,0.7105986817172584,0.8613675768201724,0.15076889510291402,0
2006,Page County___2006,0.7294671562249031,0.8679630876540602,0.13849593142915706,0
2006,Patrick County___2006,0.7876573980899639,0.8952935171842613,0.10763611909429738,0
2006,Petersburg City___2006,0.6221266176918727,0.8472606222036698,0.2251340045117971,0
2006,Pittsylvania County___2006,0.7610365625100967,0.8930380285377638,0.13200146602766716,0
2006,Poquoson City___2006,0.808734367266394,0.9487094033982567,0.13997503613186268,0
2006,Portsmouth City___2006,0.7554382262373488,0.8939855662626638,0.138547340025315,0
2006,Powhatan County___2006,0.7690269570518623,0.9236844633705449,0.15465750631868258,0
2006,Prince Edward County___2006,0.6993725485273692,0.9094342358674798,0.21006168734011066,0
2006,Prince George County___2006,0.7889306623027645,0.8949726817913238,0.10604201948855929,0
2006,Prince William County___2006,0.8212505995556629,0.9322525514585053,0.11100195190284234,0
2006,Pulaski County___2006,0.6960164762891595,0.8204196142536699,0.12440313796451041,0
2006,Radford City___2006,0.7242158433978436,0.8968733481535152,0.17265750475567154,0
2006,Rappahannock County___2006,0.7321639395116729,0.8715340287108285,0.1393700891991556,0
2006,Richmond City___2006,0.7228215207838234,0.9232736832406445,0.20045216245682107,0
2006,Richmond County___2006,0.7691771930302658,0.8936022127352359,0.12442501970497011,0
2006,Roanoke City___2006,0.6819792814045167,0.8508393684800558,0.16886008707553912,0
2006,Roanoke County___2006,0.8157772853976538,0.9340344239528616,0.11825713855520781,0
2006,Rockbridge County___2006,0.7039715888416025,0.8312003981023398,0.12722880926073732,0
2006,Rockingham County___2006,0.79870858139805,0.8997628785264392,0.1010542971283892,0
2006,Russell County___2006,0.712589193801999,0.8442336254080596,0.13164443160606054,0
2006,Salem City___2006,0.8617788076497942,0.9489159912092476,0.08713718355945343,0
2006,Scott County___2006,0.7673138286328358,0.9126099542782474,0.1452961256454116,0
2006,Shenandoah County___2006,0.7253025903521522,0.8861403809462027,0.16083779059405057,0
2006,Smyth County___2006,0.7111905897408325,0.8421604254845421,0.13096983574370957,0
2006,Southampton County___2006,0.7437996517971147,0.899098788065772,0.15529913626865732,0
2006,Spotsylvania County___2006,0.7687631515999134,0.8894591109596854,0.12069595935977206,0
2006,Stafford County___2006,0.8141698473353229,0.9120944055785113,0.09792455824318835,0
2006,Staunton City___2006,0.7646193519718962,0.8947757425612903,0.1301563905893941,0
2006,Suffolk City___2006,0.7705749439183278,0.9030248795037198,0.13244993558539198,0
2006,Surry County___2006,0.7906554436129304,0.9186243785836856,0.12796893497075523,0
2006,Sussex County___2006,0.6782127155298543,0.8511822258896181,0.17296951035976382,0
2006,Tazewell County___2006,0.7947079838701391,0.8718605152459769,0.07715253137583777,0
2006,Virginia Beach City___2006,0.8306577283108494,0.9366135761176784,0.10595584780682898,0
2006,Warren County___2006,0.778958701533234,0.8805753885312242,0.1016166869979902,0
2006,Washington County___2006,0.7208375017586883,0.8561279384820801,0.1352904367233918,0
2006,Waynesboro City___2006,0.735152545256155,0.8227700953472507,0.08761755009109562,0
2006,West Point___2006,0.8069550332658674,0.9474115325071554,0.140456499241288,0
2006,Westmoreland County___2006,0.6614479833731097,0.8342664928576723,0.17281850948456257,0
2006,Williamsburg-James City County___2006,0.6759263160264503,0.927640410015759,0.2517140939893088,0
2006,Winchester City___2006,0.7347012005699589,0.8701985745969291,0.13549737402697015,0
2006,Wise County___2006,0.7223301051062865,0.8582195127332514,0.1358894076269649,0
2006,Wythe County___2006,0.6994478739858833,0.8280173203070683,0.12856944632118505,0
2006,York County___2006,0.8341777243066056,0.9370545745848221,0.10287685027821647,0
2007,Accomack County___2007,0.7477729308527793,0.9116613238024902,0.16388839294971091,0
2007,Albemarle County___2007,0.7541317168310872,0.9295311902325337,0.17539947340144657,1
2007,Alexandria City___2007,0.7393358055180068,0.9177109213877336,0.17837511586972676,0
2007,Alleghany County___2007,0.797587886392205,0.9179441704197115,0.12035628402750653,0
2007,Amelia County___2007,0.7786580026506036,0.9019231311446999,0.12326512849409632,0
2007,Amherst County___2007,0.7564040349941313,0.8763027989150338,0.11989876392090248,0
2007,Appomattox County___2007,0.833338973086688,0.9384523342413938,0.10511336115470582,0
2007,Arlington County___2007,0.7237383620147733,0.9585293627472251,0.23479100073245185,0
2007,Augusta County___2007,0.7783958466240715,0.870498456873286,0.09210261024921451,0
2007,Bath County___2007,0.7207560879594754,0.8464016468260765,0.12564555886660111,0
2007,Bedford County___2007,0.7091424984755235,0.8657570164893235,0.1566145180138,0
2007,Bland County___2007,0.7286803182614071,0.8573593633653931,0.12867904510398598,0
2007,Botetourt County___2007,0.802576696964899,0.9290005693054127,0.12642387234051378,0
2007,Bristol City___2007,0.7441730382611266,0.8811670863022155,0.13699404804108894,0
2007,Brunswick County___2007,0.7552715100765871,0.8957696993558361,0.14049818927924895,0
2007,Buchanan County___2007,0.7130095244286176,0.83523229038801,0.1222227659593923,0
2007,Buckingham County___2007,0.7623172947619832,0.8822040919122176,0.11988679715023443,0
2007,Buena Vista City___2007,0.7235331218648235,0.8502957428481641,0.12676262098334057,0
2007,Campbell County___2007,0.774359231071928,0.8755105006266419,0.10115126955471399,0
2007,Caroline County___2007,0.7350998599489529,0.837564074995383,0.10246421504643011,0
2007,Carroll County___2007,0.7150208444439083,0.8381755952566907,0.12315475081278238,0
2007,Charles City County___2007,0.7560604970429565,0.8778153778254073,0.12175488078245078,0
2007,Charlotte County___2007,0.8828127373062602,0.95102468120827,0.0682119439020098,0
2007,Charlottesville City___2007,0.6714146502696322,0.9257709496840637,0.2543562994144315,1
2007,Chesapeake City___2007,0.8350888744287686,0.9409681945284355,0.10587932009966694,0
2007,Chesterfield County___2007,0.8528717515363478,0.9400263433452523,0.0871545918089045,0
2007,Clarke County___2007,0.7497671196117772,0.8842051038625112,0.13443798425073394,0
2007,Colonial Beach___2007,0.7158191696921835,0.8436087396591745,0.12778956996699098,0
2007,Colonial Heights City___2007,0.8239222638292188,0.9019593861336069,0.07803712230438808,0
2007,Covington City___2007,0.6740415647046534,0.8247278131519744,0.15068624844732104,0
2007,Craig County___2007,0.7290176635179637,0.8578153142308588,0.12879765071289506,0
2007,Culpeper County___2007,0.7159391602420657,0.8967799460063365,0.18084078576427076,0
2007,Cumberland County___2007,0.7023276256800033,0.853274225647104,0.1509465999671007,0
2007,Danville City___2007,0.747068677282311,0.8956731269573684,0.14860444967505748,0
2007,Dickenson County___2007,0.7145617809656702,0.8375064839136795,0.1229447029480093,0
2007,Dinwiddie County___2007,0.8029877818068542,0.8977824317533266,0.09479464994647246,0
2007,Essex County___2007,0.7180381464721345,0.8759897762162596,0.15795162974412513,0
2007,Fairfax County___2007,0.7668041380357321,0.9454624143137941,0.17865827627806197,0
2007,Falls Church City___2007,0.8353213513257377,0.9602375929383162,0.12491624161257853,0
2007,Fauquier County___2007,0.7160365814706501,0.8957896944240701,0.17975311295342,0
2007,Floyd County___2007,0.7377914888277745,0.8693713234032442,0.13157983457546973,0
2007,Fluvanna County___2007,0.7295516272838669,0.9015548463643378,0.1720032190804709,1
2007,Franklin City___2007,0.7246099608486732,0.9043149581589973,0.17970499731032408,0
2007,Franklin County___2007,0.814502392324145,0.9060609540053343,0.09155856168118925,0
2007,Frederick County___2007,0.7716904476350201,0.8682928578538704,0.0966024102188503,0
2007,Fredericksburg City___2007,0.7427432267867876,0.9031822168353943,0.16043899004860673,0
2007,Galax City___2007,0.7822789143986735,0.9190939455758088,0.13681503117713534,0
2007,Giles County___2007,0.7183630219625042,0.8429993446847013,0.12463632272219705,0
2007,Gloucester County___2007,0.8074651805786823,0.913782395289137,0.10631721471045463,0
2007,Goochland County___2007,0.8473732724557125,0.9590228920962062,0.11164961964049369,0
2007,Grayson County___2007,0.6976197661966537,0.8117168619397083,0.1140970957430546,0
2007,Greene County___2007,0.7208551803445183,0.858675433093138,0.13782025274861964,1
2007,Greensville County___2007,0.772688884904289,0.8841647090994632,0.11147582419517421,0
2007,Halifax County___2007,0.7614354318841041,0.9052753793099083,0.1438399474258042,0
2007,Hampton City___2007,0.7778151556536997,0.9111591897968284,0.13334403414312868,0
2007,Hanover County___2007,0.7448428300046825,0.9201485147031112,0.17530568469842867,0
2007,Harrisonburg City___2007,0.7426259553048788,0.888337672789317,0.14571171748443812,0
2007,Henrico County___2007,0.8178091154926266,0.9410875878278411,0.1232784723352145,0
2007,Henry County___2007,0.7752828871567347,0.8886217967606129,0.11333890960387827,0
2007,Highland County___2007,0.7636651179500946,0.9000709322645661,0.13640581431447152,0
2007,Hopewell City___2007,0.7624390312249781,0.8739384306881063,0.11149939946312815,0
2007,Isle of Wight County___2007,0.7616477591974637,0.9087612686332479,0.14711350943578416,0
2007,King and Queen County___2007,0.7777258702279762,0.8427818675117711,0.06505599728379485,0
2007,King George County___2007,0.7379696182857566,0.8775159906711786,0.139546372385422,0
2007,King William County___2007,0.7075018517300303,0.8957838762817073,0.18828202455167697,0
2007,Lancaster County___2007,0.7420907549184971,0.928751967603349,0.18666121268485192,0
2007,Lee County___2007,0.7583567762260672,0.8941808363199151,0.13582406009384784,0
2007,Lexington City___2007,0.791536752076234,0.9276315364708381,0.1360947843946041,0
2007,Loudoun County___2007,0.8144471482731802,0.9470139531108995,0.13256680483771932,0
2007,Louisa County___2007,0.6886884062728452,0.8551216366020394,0.16643323032919422,1
2007,Lunenburg County___2007,0.7128116281117594,0.8784932217399475,0.16568159362818813,0
2007,Lynchburg City___2007,0.7643438938400815,0.9422753027564867,0.17793140891640524,0
2007,Madison County___2007,0.7284662601440299,0.8648977738322119,0.13643151368818196,0
2007,Manassas City___2007,0.7356128923377245,0.9093177910191184,0.17370489868139383,0
2007,Manassas Park City___2007,0.7617897973243413,0.9005229499715887,0.1387331526472474,0
2007,Martinsville City___2007,0.7028427673229128,0.9036907145891042,0.20084794726619137,0
2007,Mathews County___2007,0.7621567074464811,0.8984184458337852,0.13626173838730404,0
2007,Mecklenburg County___2007,0.8775309856625398,0.9542874612782801,0.07675647561574028,0
2007,Middlesex County___2007,0.810225861246411,0.9224149543049264,0.11218909305851532,0
2007,Montgomery County___2007,0.7195660528554215,0.8525992351244241,0.13303318226900263,0
2007,Nelson County___2007,0.7955325254608995,0.9047347370560919,0.10920221159519239,1
2007,New Kent County___2007,0.7975185025358815,0.8922051091378544,0.09468660660197292,0
2007,Newport News City___2007,0.7962917547316674,0.9244305480675926,0.12813879333592526,0
2007,Norfolk City___2007,0.7838414626442368,0.9063092456430525,0.12246778299881567,0
2007,Northampton County___2007,0.6937337844293079,0.8756840295675676,0.18195024513825975,0
2007,Northumberland County___2007,0.7349513510628702,0.8966717904884193,0.16172043942554903,0
2007,Norton City___2007,0.7329417370227271,0.8630557488923026,0.1301140118695755,0
2007,Nottoway County___2007,0.7789037228494597,0.9140981172327363,0.13519439438327652,0
2007,Orange County___2007,0.7115038550995945,0.8584873998746393,0.14698354477504483,0
2007,Page County___2007,0.7346938850479436,0.8653580214538025,0.13066413640585883,0
2007,Patrick County___2007,0.811211580677693,0.89338342651262,0.08217184583492709,0
2007,Petersburg City___2007,0.6327465556014987,0.8415887826336804,0.2088422270321817,0
2007,Pittsylvania County___2007,0.7902292009293957,0.8983665138673045,0.10813731293790874,0
2007,Poquoson City___2007,0.8196754252505768,0.949998158372459,0.13032273312188225,0
2007,Portsmouth City___2007,0.7901863721720466,0.9110501842387896,0.12086381206674301,0
2007,Powhatan County___2007,0.8427348774533839,0.9217183477662477,0.07898347031286379,0
2007,Prince Edward County___2007,0.7316276901943415,0.9235865115834883,0.19195882138914677,0
2007,Prince George County___2007,0.8114642913533062,0.9087553055748203,0.0972910142215141,0
2007,Prince William County___2007,0.8142884763147702,0.9305270651186223,0.11623858880385207,0
2007,Pulaski County___2007,0.6480301463763635,0.8006547947333761,0.15262464835701262,0
2007,Radford City___2007,0.7548106584448242,0.8901293685671735,0.1353187101223493,0
2007,Rappahannock County___2007,0.7420029753076938,0.874711351076331,0.13270837576863725,0
2007,Richmond City___2007,0.7504507945533719,0.9379702826069843,0.1875194880536124,0
2007,Richmond County___2007,0.7707890785701587,0.8978076186028514,0.12701854003269275,0
2007,Roanoke City___2007,0.6812619574937337,0.8502904559717106,0.16902849847797685,0
2007,Roanoke County___2007,0.7789472870433111,0.9154323171064687,0.1364850300631576,0
2007,Rockbridge County___2007,0.6848763483220124,0.7909400912716934,0.10606374294968102,0
2007,Rockingham County___2007,0.765002941754911,0.8917231013809918,0.12672015962608074,0
2007,Russell County___2007,0.7327331061190866,0.8627800652452653,0.1300469591261787,0
2007,Salem City___2007,0.8417642711417656,0.9425644916234478,0.10080022048168225,0
2007,Scott County___2007,0.7683038400547402,0.9050476307919472,0.136743790737207,0
2007,Shenandoah County___2007,0.7131341541750391,0.8659275150747752,0.15279336089973605,0
2007,Smyth County___2007,0.7252988212421554,0.8527414204276399,0.1274425991854845,0
2007,Southampton County___2007,0.7080469151064949,0.8681978786854594,0.16015096357896452,0
2007,Spotsylvania County___2007,0.773719817743766,0.8861906865843785,0.11247086884061253,0
2007,Stafford County___2007,0.8051958608242318,0.90614665925712,0.10095079843288823,0
2007,Staunton City___2007,0.7854662071346606,0.9195770539835655,0.13411084684890484,0
2007,Suffolk City___2007,0.7991579727672904,0.9292654157830902,0.1301074430157998,0
2007,Surry County___2007,0.8328471680111011,0.9169112179821252,0.08406404997102401,0
2007,Sussex County___2007,0.6758133835220852,0.8312132509013829,0.15539986737929767,0
2007,Tazewell County___2007,0.7704789781678404,0.8683317583871626,0.0978527802193222,0
2007,Virginia Beach City___2007,0.8253089568596582,0.9340098105476962,0.10870085368803795,0
2007,Warren County___2007,0.7722923398750481,0.8763893267125381,0.10409698683749002,0
2007,Washington County___2007,0.7522618508300872,0.8871593048131521,0.13489745398306485,0
2007,Waynesboro City___2007,0.7589831452324962,0.8530492161362088,0.09406607090371255,0
2007,West Point___2007,0.7896608564669014,0.9259501378085007,0.13628928134159923,0
2007,Westmoreland County___2007,0.720970082404472,0.8405953803678209,0.11962529796334886,0
2007,Williamsburg-James City County___2007,0.7324407390360084,0.9306750128736037,0.1982342738375953,0
2007,Winchester City___2007,0.7006062274441619,0.84444539228381,0.1438391648396481,0
2007,Wise County___2007,0.7413651912282195,0.8739112769067398,0.13254608567852022,0
2007,Wythe County___2007,0.7244131092449843,0.8212011191478931,0.09678800990290881,0
2007,York County___2007,0.8124621440564235,0.9312131171689785,0.118750973112555,0
2008,Accomack County___2008,0.7685078534644837,0.9216677628171405,0.15315990935265678,0
2008,Albemarle County___2008,0.7851124047476216,0.9425720557600386,0.157459651012417,1
2008,Alexandria City___2008,0.7760279511479512,0.9398986788932908,0.16387072774533962,0
2008,Alleghany County___2008,0.8164465951273242,0.9248724629057034,0.10842586777837915,0
2008,Amelia County___2008,0.7739166899615029,0.8845264307535633,0.11060974079206043,0
2008,Amherst County___2008,0.7364417915707228,0.8902405938224623,0.15379880225173959,0
2008,Appomattox County___2008,0.8416379082672961,0.9460854741827991,0.10444756591550297,0
2008,Arlington County___2008,0.7806945516952306,0.9677187935435537,0.18702424184832311,0
2008,Augusta County___2008,0.8066514214979736,0.8952702761232365,0.08861885462526287,0
2008,Bath County___2008,0.768177635711353,0.8866052493841527,0.11842761367279975,0
2008,Bedford County___2008,0.7376433532065139,0.8917490777566893,0.15410572455017546,0
2008,Bland County___2008,0.7600442954544612,0.8761220100148104,0.11607771456034921,0
2008,Botetourt County___2008,0.8306539358877484,0.9323578249478264,0.10170388906007799,0
2008,Bristol City___2008,0.7935563022532021,0.9085059150532816,0.11494961280007954,0
2008,Brunswick County___2008,0.7668774286051009,0.8814760530908408,0.11459862448573988,0
2008,Buchanan County___2008,0.7613319806281759,0.8778185430947565,0.11648656246658062,0
2008,Buckingham County___2008,0.8149072761863042,0.9047324822443151,0.08982520605801092,0
2008,Buena Vista City___2008,0.7608656098210635,0.8772056971021075,0.11634008728104395,0
2008,Campbell County___2008,0.7840700025740611,0.900460164821648,0.11639016224758691,0
2008,Caroline County___2008,0.7793199142972385,0.8749903517647545,0.09567043746751602,0
2008,Carroll County___2008,0.769557754905423,0.8883293504119777,0.1187715955065547,0
2008,Charles City County___2008,0.7362828024562168,0.8500078738884135,0.11372507143219668,0
2008,Charlotte County___2008,0.896960395751411,0.9596727305685148,0.06271233481710381,0
2008,Charlottesville City___2008,0.7346070975278123,0.928984502036508,0.19437740450869567,1
2008,Chesapeake City___2008,0.8627662030233326,0.9514299872926016,0.08866378426926902,0
2008,Chesterfield County___2008,0.8463880783277767,0.9448785332646134,0.09849045493683661,0
2008,Clarke County___2008,0.7803161482085231,0.9012269665059898,0.12091081829746664,0
2008,Colonial Beach___2008,0.8051154076010947,0.9039883544853081,0.09887294688421344,0
2008,Colonial Heights City___2008,0.7953929058226168,0.9096250567074702,0.11423215088485339,0
2008,Covington City___2008,0.741367815071705,0.8559968985374282,0.1146290834657232,0
2008,Craig County___2008,0.7726256495496839,0.8921051056653675,0.11947945611568356,0
2008,Culpeper County___2008,0.750214943380498,0.8917594388368576,0.1415444954563596,0
2008,Cumberland County___2008,0.7644637161629022,0.8785766026129521,0.11411288645004991,0
2008,Danville City___2008,0.7537993089993335,0.8928675857489234,0.13906827674959,0
2008,Dickenson County___2008,0.7504035984442783,0.862980171292076,0.11257657284779776,0
2008,Dinwiddie County___2008,0.8281290797829985,0.9073880974992162,0.07925901771621768,0
2008,Essex County___2008,0.7660037300487041,0.9059707681392609,0.13996703809055677,0
2008,Fairfax County___2008,0.8101459669124581,0.9615765597324121,0.15143059281995397,0
2008,Falls Church City___2008,0.8403447102906736,0.9562778921821212,0.11593318189144763,0
2008,Fauquier County___2008,0.7393185220181694,0.9016495456459324,0.16233102362776297,0
2008,Floyd County___2008,0.7690166955459649,0.8876553277414188,0.1186386321954539,0
2008,Fluvanna County___2008,0.7564428281762072,0.9061793782088173,0.1497365500326101,1
2008,Franklin City___2008,0.7690043703644807,0.9186457718270772,0.14964140146259652,0
2008,Franklin County___2008,0.8383421783695305,0.9296316424917401,0.09128946412220962,0
2008,Frederick County___2008,0.8071282059053067,0.8888893820558943,0.08176117615058764,0
2008,Fredericksburg City___2008,0.7574073541660011,0.917318499409741,0.15991114524373984,0
2008,Galax City___2008,0.8111840267455112,0.9362701838403323,0.12508615709482118,0
2008,Giles County___2008,0.7444895729571084,0.8545347087264825,0.11004513576937414,0
2008,Gloucester County___2008,0.7814083980397554,0.8982058485056009,0.11679745046584555,0
2008,Goochland County___2008,0.8741448787013721,0.9722606693908752,0.09811579068950305,0
2008,Grayson County___2008,0.7169949662781903,0.811498755751384,0.09450378947319371,0
2008,Greene County___2008,0.7638568903315914,0.8790973682864006,0.11524047795480918,1
2008,Greensville County___2008,0.7902647512376914,0.9081727419972696,0.11790799075957825,0
2008,Halifax County___2008,0.8136104022605861,0.9295146124925269,0.11590421023194075,0
2008,Hampton City___2008,0.8046112813235702,0.9095101153396941,0.10489883401612388,0
2008,Hanover County___2008,0.8446451945594384,0.9451420012622473,0.10049680670280892,0
2008,Harrisonburg City___2008,0.7800212856984357,0.9093041787757953,0.12928289307735963,0
2008,Henrico County___2008,0.8061726487583531,0.9460123014429899,0.13983965268463672,0
2008,Henry County___2008,0.779899928259061,0.8898620690378297,0.10996214077876876,0
2008,Highland County___2008,0.7590515403228787,0.8748045893755341,0.11575304905265538,0
2008,Hopewell City___2008,0.8033503492606308,0.88623442572232,0.08288407646168927,0
2008,Isle of Wight County___2008,0.81615861771091,0.9212807938463048,0.10512217613539476,0
2008,King and Queen County___2008,0.8129878494958498,0.8764769076208389,0.06348905812498906,0
2008,King George County___2008,0.7908438840950981,0.9122690706723737,0.12142518657727563,0
2008,King William County___2008,0.7729462079956979,0.8979988713771875,0.12505266338148957,0
2008,Lancaster County___2008,0.7338393064614053,0.9132242312310382,0.17938492476963297,0
2008,Lee County___2008,0.7963115785092502,0.9186460729789351,0.12233449446968492,0
2008,Lexington City___2008,0.821234625407615,0.9417357598004112,0.1205011343927962,0
2008,Loudoun County___2008,0.8669768701567453,0.960324581693447,0.09334771153670174,0
2008,Louisa County___2008,0.7943520033879734,0.9031831297542406,0.10883112636626724,1
2008,Lunenburg County___2008,0.7808050516675565,0.8900017676242286,0.10919671595667202,0
2008,Lynchburg City___2008,0.7342342111234994,0.9426606733203748,0.20842646219687544,0
2008,Madison County___2008,0.7823374476753261,0.8891306846280438,0.1067932369527177,0
2008,Manassas City___2008,0.7133842271826031,0.8953103351390408,0.1819261079564377,0
