year,group,N,Y,Diff,region
2006,Accomack County___2006,0.9262364430721144,0.8033127988545052,0.12292364421760915,0
2006,Albemarle County___2006,0.9437849101175195,0.7809076539106491,0.16287725620687044,1
2006,Alexandria City___2006,0.9022382173537999,0.7726025693813899,0.12963564797241,0
2006,Alleghany County___2006,0.9434588591371231,0.8554922937463205,0.08796656539080261,0
2006,Amelia County___2006,0.9019175382168576,0.7676602290962142,0.13425730912064338,0
2006,Amherst County___2006,0.9015045948512326,0.7943466291238488,0.10715796572738379,0
2006,Appomattox County___2006,0.901461060619876,0.7696059352628807,0.13185512535699528,0
2006,Arlington County___2006,0.9340036360527407,0.761461899873273,0.17254173617946778,0
2006,Augusta County___2006,0.8898265624198521,0.7532746543093825,0.1365519081104697,0
2006,Bath County___2006,0.9100915570246926,0.7901307095775286,0.11996084744716395,0
2006,Bedford County___2006,0.8984532561145654,0.7533494975588059,0.14510375855575952,0
2006,Bland County___2006,0.8944245657927379,0.804449008144164,0.0899755576485739,0
2006,Botetourt County___2006,0.9361548334480516,0.8333433529508232,0.10281148049722844,0
2006,Bristol City___2006,0.8565039518134815,0.7900260492539917,0.06647790255948982,0
2006,Brunswick County___2006,0.8619056487318222,0.7335854722860052,0.12832017644581695,0
2006,Buchanan County___2006,0.9085095602453636,0.7732814156213678,0.1352281446239958,0
2006,Buckingham County___2006,0.8948060654138463,0.7578999177945082,0.13690614761933817,0
2006,Buena Vista City___2006,0.9082100050192662,0.8105405608755353,0.09766944414373091,0
2006,Campbell County___2006,0.8854003221638213,0.7656836458085982,0.1197166763552231,0
2006,Caroline County___2006,0.8808035464293408,0.7217103166979887,0.1590932297313521,0
2006,Carroll County___2006,0.89676219205959,0.7815388050447929,0.11522338701479706,0
2006,Charles City County___2006,0.7729754563779141,0.6363330619351207,0.13664239444279336,0
2006,Charlotte County___2006,0.9597084065782551,0.9103356974327226,0.04937270914553249,0
2006,Charlottesville City___2006,0.870544029574908,0.6248536458697502,0.24569038370515772,1
2006,Chesapeake City___2006,0.9146788153676078,0.7608336121070391,0.1538452032605686,0
2006,Chesterfield County___2006,0.9223673588391905,0.809131572876322,0.11323578596286854,0
2006,Clarke County___2006,0.901405374001782,0.7923905834478272,0.1090147905539548,0
2006,Colonial Beach___2006,0.8666699231870307,0.7386045125391303,0.12806541064790045,0
2006,Colonial Heights City___2006,0.8966686049243845,0.7792208763719518,0.11744772855243268,0
2006,Covington City___2006,0.8780892748429275,0.73757734478570125,0.1405119300572263,0
2006,Craig County___2006,0.9076930132526503,0.7910737360814502,0.11661927717120013,0
2006,Culpeper County___2006,0.8976649398336666,0.7653225330279338,0.13234240680573273,0
2006,Cumberland County___2006,0.8425054754898135,0.7318264831705283,0.11067899231928513,0
2006,Danville City___2006,0.8905617749295056,0.7742381647433251,0.11632361018618054,0
2006,Dickenson County___2006,0.8895227411469209,0.7894201343433118,0.10010260680360905,0
2006,Dinwiddie County___2006,0.9004063029259922,0.8000883339035926,0.10031796902239964,0
2006,Essex County___2006,0.8591683812994217,0.6821409437353848,0.17702743756403694,0
2006,Fairfax County___2006,0.9429670174685996,0.8069257402092505,0.1360412772593491,0
2006,Falls Church City___2006,0.9400186898888401,0.830314193071838,0.10970449681700212,0
2006,Fauquier County___2006,0.8910691549012812,0.7080676147638298,0.1830015401374514,0
2006,Floyd County___2006,0.9254710360845536,0.850411312993864,0.07505972309068965,0
2006,Fluvanna County___2006,0.8814824033973552,0.7295146318184321,0.15196777157892305,1
2006,Franklin City___2006,0.8520546437057971,0.6640697549638728,0.18798488874192432,0
2006,Franklin County___2006,0.9450745744215837,0.8895119079725775,0.055562666449006204,0
2006,Frederick County___2006,0.8944179987244728,0.7646491743728868,0.129768824351586,0
2006,Fredericksburg City___2006,0.8924345672618376,0.6922462454725141,0.20018832178932344,0
2006,Galax City___2006,0.9170305451364856,0.7491432875184357,0.1678872576180499,0
2006,Giles County___2006,0.8842495677994416,0.8034888979485107,0.08076066985093089,0
2006,Gloucester County___2006,0.9141992640221636,0.8128423087618923,0.10135695526027122,0
